"numero";"ano";"id_unidade_requisitante";"nome_unidade_requisitante";"id_unidade_custo";"nome_unidade_custo";"data_envio";"descricao";"local";"observacoes";"status";"processo"
"2922";"2008";"56";"DEPARTAMENTO DE ENGENHARIA DE COMPUTACAO E AUTOMACAO";"445";"CENTRO DE TECNOLOGIA";;"SOLICITO A INSTALAÇÃO DE 42 PONTOS DE TOMADA DE REDE ELÉTRICA PARA A SALA 10. DPO - PROJETOS ELÉTRICOS.

";;"";"ENVIADA_PROJETO";"23077.32875/2008-48"
"2899";"2008";"184";"DEPARTAMENTO DE BIOFÍSICA E FARMACOLOGIA";"184";"DEPARTAMENTO DE BIOFÍSICA E FARMACOLOGIA";"08/08/2008";"REFORMA PARA MELHORIAS DOS LABORATÓRIOS DO DEPARTAMENTO DE BIOFÍSICA E FARMACOLOGIA NO CB (RECURSOS REUNI)";;"of. 09/08- DBF-CB processo anterior 23077.022643/2008-00 (desmembrado pela DPO)";"ARQUIVADA";"23077.31589/2008-65"
"2898";"2008";"181";"DEPARTAMENTO DE MICROBIOLOGIA E PARASITOLOGIA";"181";"DEPARTAMENTO DE MICROBIOLOGIA E PARASITOLOGIA";"08/08/2008";"REFORMA DO LABORATÓRIO DE ENSINO - OBRAS CIVIS (RECURSOS REUNI)
LABORATÓRIO DE ENSINO E ABRIGO PARA BOTIJÕES DE GÁS";;"";"ENVIADA_ORCAMENTO";"23077.31594/2008-78"
"2897";"2008";"177";"DEPARTAMENTO DE MORFOLOGIA";"177";"DEPARTAMENTO DE MORFOLOGIA";"08/08/2008";"REFORMA  LABORATÓRIO DE HISTOLOGIA E LABORATÓRIO DE EMBRIOLOGIA- OBRAS CIVIS (RECURSOS REUNI)
";;"of.017/08 - DMOR - CB Processo Anterior 23077.022643/2008-00 (desmembrado pela DPO)";"ARQUIVADA";"23077.31596/2008-67"
"2895";"2008";"179";"DEPARTAMENTO DE BIOLOGIA CELULAR E GENÉTICA";"179";"DEPARTAMENTO DE BIOLOGIA CELULAR E GENÉTICA";"08/08/2008";"REFORMA DO LABORATÓRIO DE BIOLOGIA CELULAR - OBRAS CIVIS (RECURSOS REUNI)";;"of. N° 08/DBG-CB processo anterior 23077.022643/2008 (foi desmembrado) pela DPO.";"ARQUIVADA";"23077.31600/2008-97"
"2883";"2008";"4591";"DO - SECRETARIA ADMINISTRATIVA";"4591";"DO - SECRETARIA ADMINISTRATIVA";;"FORNECIMENTO E INSTALAÇÃO DE LUMINÁRIAS NA ÁREA DE PREPARAÇÃO E DISTRIBUIÇÃO DE ALIMENTOS DO RESTAURANTE UNIVERSITÁRIO DA UFRN";;"";"FINALIZADA_ATENDIMENTO";"23077.31439/2008-51"
"2880";"2008";"4591";"DO - SECRETARIA ADMINISTRATIVA";"4591";"DO - SECRETARIA ADMINISTRATIVA";"07/08/2008";"CONTRUÇÃO DE SALAS DE AULA PARA O CURSO DE MÚSICA";;"";"ENVIADA_PROJETO";"23077.31387/2008-13"
"2878";"2008";"205";"ESCOLA DE SAÚDE";"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"07/08/2008";"PROJETO DE CONSTRUÇÃO PARA AMPLIAÇÃO DA ESCOLA DE ENFERMAGEM DE NATAL.";;"O orçamentário para execução do serviço constam no plano de trabalho 12.363.1062.6380.0001/001744 MEC/SETEC, o qual que já encontra-se nesta Instituição.";"ENVIADA_ORCAMENTO";"23077.31963/2008-22"
"2873";"2008";"1463";"RESIDENCIAS UNIVERSITÁRIAS";"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";;"- PARECER E PROVIDÊNCIAS NO SENTIDO DE RESOLVER PROBLEMAS COM AS DOBRADIÇAS DO BANHEIRO DO 1º ANDAR DA RESIDÊNCIA UNIVERSITÁRIA CAMPUS I.";;"RESIDÊNCIA UNIVERSITÁRIA CAMPUS I";"ENVIADA_PROJETO";"23077.31815/2008-16"
"2872";"2008";"177";"DEPARTAMENTO DE MORFOLOGIA";"440";"CENTRO DE BIOCIÊNCIAS";;"INSTALAÇÃO DE 07 (SETE) PONTOS DE INTERNET EM SALA DA DISCIPLINA DE ANATOMIA HUMANA E NA SALA DA DISCIPLINA DE EMBRIOLOGIA (PROFESSORES)";;"recursos do Departamento de Morfologia";"NEGADA";
"2868";"2008";"201";"DEPARTAMENTO DE FISIOTERAPIA";"441";"CENTRO DE CIÊNCIAS DA SAÚDE";"07/08/2008";"CONSTRUÇÃO DE COBERTURA EM POLICARBONATO (VER MODELO NO PROPRIO PREDIO), NAS  AREAS VERDES DO DEPARTAMENTO DE FISIOTERAPIA. ESTA COBERTURA VISA IMPEDIR QUE A CHUVA PENETRE NAS DEPENDENCIAS DO PREDIO ( SALAS DE AULAS, AMBIENTES DE PROFESSORES E LABORATÓRIOS DE INFORMÁTICA). DA MESMA FORMA, EVITAR QUE OS CORREDORES DE TRANSITO DE PACIENTES E ALUNOS SEJAM MOLHADOS E COM ISSO EVITAR ACIDENTES. DPO - PROJ. ARQUITETURA";;"";"ENVIADA_PROJETO";"23077.32877/2008-37"
"2859";"2008";"1482";"CENTRO DE  ENSINO SUPERIOR DO SERIDÓ";"1482";"CENTRO DE  ENSINO SUPERIOR DO SERIDÓ";"06/08/2008";"CERES-CAICÓ
CONSTRUÇÃO DO CENTRO DE PESQUISA E PÓS-GRADUAÇÃO DO SEMI-ÁRIDO POTIGUAR (CT-INFRA)";;"";"ATENDIDA";"23077.31144/2008-85"
"2858";"2008";"440";"CENTRO DE BIOCIÊNCIAS";"440";"CENTRO DE BIOCIÊNCIAS";"06/08/2008";"CONSTRUÇÃO DE SALAS DE AULA PARA O CENTRO DE BIOCIÊNCIAS DA UFRN - (REUNI)";;"";"ENVIADA_PROJETO";"23077.31094/2008-36"
"2856";"2008";"1646";"CAMPUS AVANÇADO DE SANTA CRUZ";"1646";"CAMPUS AVANÇADO DE SANTA CRUZ";"06/08/2008";"FORMALIZAÇÃO DE CONTRATO DE FORNECIMENTO DE ENERGIA ELÉTRICA ENTRE A UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE - UFRN E A COSERN PARA A MEDIÇÃO E LIGAÇÃO DO CENTRO AVANÇADO DA UFRN NO MUNICÍPIO DE SANTA CRUZ/RN";;"Conforme ofício n°044/08-SIN de 12/03/08. Projeto do Eng° Erivaldo Vitorino Costa";"ATENDIDA";"23077.31096/2008-25"
"2852";"2008";"140";"DEPARTAMENTO DE COMUNICAÇÃO SOCIAL";"442";"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES";;"
1. TRANSFERÊNCIA DO TELEFONE 3215-3561 (ATUALMENTE NA SECRETARIA DO DEPARTAMENTO DE COMUNICAÇÃO SOCIAL), PARA O LABCOM, E INSTALAR NA SALA DE REDAÇÃO B, COM EXTENSÃO PARA A SALA VIZINHA (SALA DE MULTIMÍDIA); LINHA LIBERADA PARA CELULAR E INTERURBANO. 

2. RECOLOCAR O RAMAL 3564 (ATUALMENTE NA PORTARIA DO LABCOM), NA SALA DA SECRETARIA DO CONGRESSO DA INTERCOM; LINHA LIBERADA PARA CELULAR E INTERURBANO, COM EXTENSÃO PARA A SALA AO LADO, ONDE FUNCIONARÁ A COORDENAÇÃO NACIONAL DO CONGRESSO DA INTERCOM.

";;"";"NEGADA";
"2843";"2008";"1451";"SUSTENTAÇÃO DE ESTOQUE DO ALMOXARIFADO CENTRAL";"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";;"CONSERTO E MANUTENÇÃO EM PORTAS DE ROLO.";;"";"ENVIADA_PROJETO";"23077.32008/2008-11"
"2841";"2008";"195";"DEPARTAMENTO DE ODONTOLOGIA";"441";"CENTRO DE CIÊNCIAS DA SAÚDE";;"SOLICITAÇÃO DE 300 METROS QUADRADOS DE PISO CERÂMICO PARA INSTALAR NO HALL E CORREDORES DE ACESSO PRINCIPAL DO DEPARTAMENTO DE ODONTOLOGIA. DPO - PROJ. ARQUITETURA.";;"1- O PISO ATUAL ESCONTRA-SE TOTALMENTE DESGASTADO; 2- A ULTIMA VEZ QUE FOI  REALIZADO ADEQUAÇÃO DE PARTE DESTE PISO FAZ MAIS DE 10 ANOS; 3- NESTES SETORES NÃO EXISTE UNIFORMIDADE DE PISO; 4- A MUDANÇA DESTE PISO É UMA DAS PRIORIDADES DENTRO DAS REFORMAS DO DEPARTAMENTO, ADEQUANDO AO PLANO DIRETOR.";"ENVIADA_LICITACAO";"23077.32882/2008-40"
"2833";"2008";"441";"CENTRO DE CIÊNCIAS DA SAÚDE";"441";"CENTRO DE CIÊNCIAS DA SAÚDE";"05/08/2008";"AMBIENTAÇÃO DA BIBLIOTECA SETORIAL DE ENFERMAGEM ""PROFESSORA BERTHA CRUZ ENDERS"" DO DEPARTAMENTO DE ENFERMAGEM - CCS/UFRN.";;"";"ATENDIDA";"23077.30806/2008-0"
"2832";"2008";"441";"CENTRO DE CIÊNCIAS DA SAÚDE";"441";"CENTRO DE CIÊNCIAS DA SAÚDE";"05/08/2008";"REFORMA DA BIBLIOTECA SETORIAL DE ENFERMAGEM ""PROFESSORA BERTHA CRUZ MENDES"" DO DEPARTAMENTO DE ENFERMAGEM - CCS/UFRN.";;"";"ENVIADA_LICITACAO";"23077.31083/2008-56"
"2830";"2008";"249";"COORDENADORIA DE GESTÃO DE TRANSPORTES - PROAD";"1422";"PRÓ-REITORIA DE ADMINISTRAÇÃO (PROAD)";;"01 - AMPLIAÇÃO DAS SALAS, COM INSTALAÇÃO DE PRATELEIRAS
02 - INSTALAÇÃO DE SUPORTE PARA EXTINTOR DE INCÊNDIO TIPO PQS-12 KGS
03 - CONSTRUÇÃO DE VALAS PARA ESCOAMENTO DOS RESIDUOS ORGÂNICOS ORIGINADOS QUANDO DA LAVAGEM DO CAMINHÃO DE LIXO
04 - CONSTRUÇÃO DE 01 BANHEIRO.
DPO - PROJ. ARQUITETURA";;"RECOMENDAÇÕES DA COMISSÃO DE PREVENÇÃO DE ACIDENTE E SAUDE DO SESMET, CONFORME MEMORANDO 042/2008-DDRM-SEMET.";"ENVIADA_PROJETO";"23077.32887/2008-72"
"2820";"2008";"446";"HOSPITAL UNIVERSITÁRIO ONOFRE LOPES";"446";"HOSPITAL UNIVERSITÁRIO ONOFRE LOPES";"05/08/2008";"REFORMA DA EMERGÊNCIA DO HUOL";;"";"ENVIADA_PROJETO";"23077.30548/2008-0"
"2812";"2008";"1431";"DIRETORIA DE OBRAS";"1431";"DIRETORIA DE OBRAS";"04/08/2008";"CONFORME CONTATO PRÉVIO COM O ENG. KLEITON CASSEMIRO DO NASCIMENTO, SOLICITO COM URGÊNCIA LEVANTAMENTO PLANIMÉRTRICO NA ÁREA SITUADA ENTRE O SETOR DE AULAS I E O ESTACIONAMENTO DESTE SETOR, PARA LOCAÇÃO DO ANEXO DA PRÁTICA JURÍDICA, CUJO PROJETO ESTÁ EM FASE DE CONCLUSÃO.";;"";"ENVIADA_ORCAMENTO";"23077.30496/2008-0"
"2800";"2008";"1435";"SETOR DE SERVIÇOS URBANOS";"1435";"SETOR DE SERVIÇOS URBANOS";"01/08/2008";"TRANSFERIR O ALIMENTADOR DA IRRIGAÇÃO DO HORTO DO RESERVATÓRIO R-1 PARA A ESTAÇÃO DE TRATAMENTO DE ESGOTO (SISTEMA DE REAPROVEITAMENTO DE ÁGUA SERVIDA). DPO - PRO. ENGENHARIA.";;"contato - Pedro Fernandes (R: 3363)";"ENVIADA_PROJETO";"23077.33115/2008-58"
"2783";"2008";"441";"CENTRO DE CIÊNCIAS DA SAÚDE";"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"31/07/2008";"SOLICITAMOS SERVIÇO DE REFORMA DAS ANTIGAS SALAS DO CURSO DE FISIOTERAPIA A FIM DE ATENDER AS NECESSIDADES DO CURSO DE FONOAUDIOLOGIA";;"";"ENVIADA_LICITACAO";"23077.30500/2008-0"
"2778";"2008";"442";"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES";"442";"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES";"31/07/2008";"REFORMA DOS BANHEIROS DO DEPARTAMENTO DE GEOGRAFIA E ADAPTAÇÃO DOS BANHEIROS DO DEPARTAMENTO DE LETRAS, ARTES E CIÊNCIAS SOCIAIS.";;"";"ENVIADA_LICITACAO";
"2775";"2008";"21";"BIBLIOTECA CENTRAL ZILA MAMEDE";"21";"BIBLIOTECA CENTRAL ZILA MAMEDE";"31/07/2008";"AMPLIAÇÃO DA BIBLIOTECA CENTRAL ZILA MAMEDE.";;"";"FINALIZADA_ATENDIMENTO";"23077.29937/2008-0"
"2770";"2008";"1450";"CRUTAC";"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"31/07/2008";"SOLICITAMOS PARA O POUSO/CAMPUS DE MACAU OS SEGUINTES SERVIÇOS:
. REVESTIMENTO COM CERÂMICA NAS  PAREDES INTERNAS E EXTERNAS
. PINTURA GERAL
. SUBSTITUIÇÃO DE TELHAS";;"";"ENVIADA_PROJETO";"23077.30504/2008-0"
"2763";"2008";"201";"DEPARTAMENTO DE FISIOTERAPIA";"441";"CENTRO DE CIÊNCIAS DA SAÚDE";"06/08/2008";"CONSTRUÇÃO DE QUATRO MESAS REDONDAS( EM ALVENARIA - PRE-MOLDADAS ) E SEIS BANCOS COM ENCOSTO DO MESMO MATERIAL.
DPO - PROJ. ARQUITETURA";;"MESAS E BANCOS DESTINADOS A CRIAÇÃO DE AREA DE CONVIVENCIA NO DEPARTAMENTO DE FISIOTERAPIA, PARA USUARIOS ( ESTUDANTES E PACIENTES) DA CLINICA ESCOLA.";"ENVIADA_PROJETO";"23077.32890/2008-96"
"2761";"2008";"1452";"NÚCLEO DE EDUCAÇÃO DA INFÂNCIA";"443";"CENTRO DE CIÊNCIAS SOCIAIS APLICADAS";"31/07/2008";"CONFECÇÃO DE 04 CAIXAS DE SOM PARA O NEI";;"";"ATENDIDA";"23077.30506/2008-0"
"2760";"2008";"201";"DEPARTAMENTO DE FISIOTERAPIA";"441";"CENTRO DE CIÊNCIAS DA SAÚDE";"06/08/2008";"CONSTRUÇÃO DE UM DEPÓSITO PARA ACONDICIONAMENTO DE  LIXO. 
DPO - PROJ. ARQUITETURA";;"O DEPARTAMENTO NÃO DISPÕE DE UM LOCAL EXTERNO AO PREDIO PARA ACONDICIONAMENTO DE LIXO ORGANICO , INORGANICO E HOSPITALAR; FICANDO OS MESMOS EXPOSTOS AO AR LIVRE.";"ENVIADA_ORCAMENTO";"23077.32894/2008-74"
"2756";"2008";"446";"HOSPITAL UNIVERSITÁRIO ONOFRE LOPES";"446";"HOSPITAL UNIVERSITÁRIO ONOFRE LOPES";"30/07/2008";"REFORMA DA SALA A, RECEPÇÃO E CIRCULAÇÃO DO SETOR DE RADIOLOGIA DO HOSPITAL UNIVERSITÁRIO ONOFRE LOPES - HUOL.";;"";"ARQUIVADA";"23077.29812/2008-0"
"2753";"2008";"446";"HOSPITAL UNIVERSITÁRIO ONOFRE LOPES";"446";"HOSPITAL UNIVERSITÁRIO ONOFRE LOPES";"30/07/2008";"REFORMA DA SALA DO SETOR DE RAIO X PARA INSTALAÇÃO DE CÂMERA DE PROCESSAMENTO DE RADIOLOGIA DIGITAL DO HOSPITAL UNIVERSITÁRIO ONOFRE LOPES - HUOL.";;"";"ARQUIVADA";"23077.29814/2008-0"
"2747";"2008";"121";"DEPARTAMENTO DE FÍSICA TEÓRICA E EXPERIMENTAL";"439";"CENTRO DE CIÊNCIAS EXATAS E DA TERRA";;"PEDIMOS A VISITA E ELABORAÇÃO DE UM PROJETO ARQUITETÔNICO  (MÃO FRANCESA OU EQUIVALENTE) PARA PREVENIR A CONSTANTE ENTRADA DE ÁGUA DA CHUVA DENTRO DAS DEPENDÊNCIAS DO PRÉDIO ADMINISTRATIVO DO DEPARTAMENTO DE FÍSICA TEÓRICA E EXPERIMENTAL.

 ";;"";"ARQUIVADA";"23077.31850/2008-27"
"2740";"2008";"252";"NUCLEO DE PESQUISA EM ALIMENTOS E MEDICAMENTOS";"252";"NUCLEO DE PESQUISA EM ALIMENTOS E MEDICAMENTOS";"29/07/2008";"CONSTRUÇÃO DE SUBESTAÇÃO AÉREA COM POTÊNCIA DE 150 KVA PARA ATENDER O SISTEMA DE CONDICIONAMENTO DE AR DO BLOCO 07 DO NUPLAM - UFRN";;"";"FINALIZADA_ATENDIMENTO";
"2738";"2008";"439";"CENTRO DE CIÊNCIAS EXATAS E DA TERRA";"439";"CENTRO DE CIÊNCIAS EXATAS E DA TERRA";"29/07/2008";"REFORMA DO HALL DE ENTRADA DO PRÉDIO ADMINISTRATIVO DO CENTRO DE CIÊNCIAS EXATAS E DA TERRA - CCET/UFRN";;"";"FINALIZADA_ATENDIMENTO";
"2737";"2008";"21";"BIBLIOTECA CENTRAL ZILA MAMEDE";"21";"BIBLIOTECA CENTRAL ZILA MAMEDE";"29/07/2008";"SERVIÇOS RELATIVOS AO FORNECIMENTO E INSTALAÇÃO DE UMA TORRE PARA PLATAFORMA DE ELEVAÇÃO VERTICAL E INSTALAÇÃO DA PLATAFORMA EXISTENTE, NA BIBLIOTECA CENTRAL ZILA MAMEDE - UFRN";;"";"FINALIZADA_ATENDIMENTO";
"2717";"2008";"252";"NUCLEO DE PESQUISA EM ALIMENTOS E MEDICAMENTOS";"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";;"SERVIÇOS DE COMPLEMENTAÇÃO DE PISO EM GRANILITE NA PASSARELA DE ACESSO A PLATAFORMA DE EMBAQUE/DESEMBARQUE DE INSUMOS E MEDICAMENTOS DO NUPLAM DA UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE.";;"";"FINALIZADA_ATENDIMENTO";"23077.31852/2008-16"
"2693";"2008";"180";"DEPARTAMENTO DE OCEANOGRAFIA E LIMNOLOGIA";"180";"DEPARTAMENTO DE OCEANOGRAFIA E LIMNOLOGIA";"28/07/2008";"MANUTENÇÃO PREVENTIVA DA SUBESTAÇÃO DE ALTA TENSÃO DO DEPARTAMENTO DE OCEANOGRAFIA E LIMNOLOGIA - DOL / CB";;"";"ENVIADA_PROJETO";"23077.29138/2008-0"
"2687";"2008";"440";"CENTRO DE BIOCIÊNCIAS";"440";"CENTRO DE BIOCIÊNCIAS";"25/07/2008";"MANUTENÇÃO CORRETIVA DE URGÊNCIA NAS INSTALAÇÕES DA SUBESTAÇÃO DO CENTRO DE BIOCIÊNCIAS";;"";"FINALIZADA_ATENDIMENTO";
"2685";"2008";"1483";"PRÓ-REITORIA DE PÓS GRADUAÇÃO";"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"25/07/2008";"REVESTIMENTO ACUSTICO  NA SALA DA PRÓ-REITORA DE PÓS-GRADUAÇÃO.
SERVIÇO NAS JANELAS QUE DAO ACESSO AO CORREDOR, POR MOTIVO DE VAZAMENTO
DE REUNIÕES CONFIDENCIAIS.  ";;"";"ENVIADA_LICITACAO";"23077.30507/2008-0"
"2653";"2008";"1452";"NÚCLEO DE EDUCAÇÃO DA INFÂNCIA";"443";"CENTRO DE CIÊNCIAS SOCIAIS APLICADAS";"24/07/2008";"INSTALAÇÃO DE UMA TOMADA PARA MÁQUINA COPIADORA (XEROX).";;"";"ENVIADA_ORCAMENTO";"23077.29056/2008-0"
"2641";"2008";"62";"ADMINISTRAÇÃO DO CERES - CURRAIS NOVOS";"62";"ADMINISTRAÇÃO DO CERES - CURRAIS NOVOS";"23/07/2008";"SOLICITA A ELABORAÇÃO DE PROJETO ARQUITETÔNICO PARA CONSTRUÇÃO DE UM BLOCO DE SALAS DE AULAS, CONTENDO 05 SALAS PARA 50 ALUNOS, SALA DE REUNIÃO, BANHEIROS, ETC. NO CAMPUS DE CURRAIS NOVOS (REUNI).";;"";"ENVIADA_ORCAMENTO";"23077.28700/2008-0"
"2640";"2008";"62";"ADMINISTRAÇÃO DO CERES - CURRAIS NOVOS";"62";"ADMINISTRAÇÃO DO CERES - CURRAIS NOVOS";"23/07/2008";"SOLICITA A ELABORAÇÃO DE PROJETO ARQUITETÔNICO PARA CONSTRUÇÃO DE UMA BIBLIOTECA CONTENDO SALA PARA ACERVO, SALA PARA LEITURA, BANHEIROS, ETC. NO CAMPUS DE CURRAIS NOVOS (REUNI).";;"";"ATENDIDA";"23077.28701/2008-0"
"2639";"2008";"62";"ADMINISTRAÇÃO DO CERES - CURRAIS NOVOS";"62";"ADMINISTRAÇÃO DO CERES - CURRAIS NOVOS";"23/07/2008";"SOLICITA A ELABORAÇÃO DE PROJETO ARQUITETÔNICO PARA CONSTRUÇÃO DE UMA RESIDÊNCIA UNIVERSITÁRIA COM 10 APARTAMENTOS PARA 20 ESTUDANTES DO SEXO FEMININO E 20 ESTUDANTES DO SEXO MASCULINO, INCLUINDO BANHEIROS, COPA, ETC. NO CAMPUS DE CURRAIS NOVOS (REUNI).";;"";"ENVIADA_PROJETO";"23077.28702/2008-0"
"2632";"2008";"20";"SUPERINTENDÊNCIA DE INFRAESTRUTURA";"20";"SUPERINTENDÊNCIA DE INFRAESTRUTURA";"23/07/2008";"ELABORAÇÃO DE PROJETO DE ARQUITETURA PARA AMPLIAÇÃO DAS INSTALAÇÕES DA DIRETORIA DE MANUTENÇÃO - PARA ABRIGAR O SETOR DE MARCENARIA E SERRALHERIA E REFRIGERAÇÃO - (DIM).";;"";"ENVIADA_PROJETO";"23077.28641/2008-0"
"2626";"2008";"446";"HOSPITAL UNIVERSITÁRIO ONOFRE LOPES";"446";"HOSPITAL UNIVERSITÁRIO ONOFRE LOPES";"23/07/2008";"SOLICITA PROJETO DAS INSTALAÇÕES FÍSICAS E ELÉTRICAS PARA O SETOR DO NOVO TOMÓGRAFO DO HUOL, CONFORME OFÍCIO N.º 243/2008-GDG/HUOL.";;"";"ENVIADA_PROJETO";"23077.28607/2008-0"
"2618";"2008";"351";"ESCOLA AGRÍCOLA DE JUNDIAÍ";"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"22/07/2008";"SOLICITAMOS PROJETOS PARA CONSTRUÇÃO DA RESIDÊNCIA UNIVERSITÁRIA E NOVO RESTAURANTE NESTA ESCOLA, POR DETERMINAÇÃO DO MAGNÍFICO REITOR.";;"";"ENVIADA_LICITACAO";"23077.28613/2008-0"
"2615";"2008";"290";"MUSEU CÂMARA CASCUDO";"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";;"SOLICITAMOS A ELABORAÇÃO DE PROJETO DE REFORMA E AMBIENTAÇÃO DA SALA DE EXPOSIÇÕES TEMPORÁRIAS, LOCALIZADA NESTA UNIDADE UNIVERSITÁRIA, TENDO EM VISTA A REALIZAÇÃO DE EVENTO NA MESMA PREVISTA PARA A CIENTEC 2008 - ANO DO CINQUENTENÁRIO DA UFRN.
CONTANDO COM O ATENDIMENTO,
ATENCIOSAMENTE,
PROFª SÔNIA OTHON - DIRETORA DO MCC/UFRN";;"";"ENVIADA_ORCAMENTO";"23077.28615/2008-0"
"2613";"2008";"285";"HOSPITAL UNIVERSITARIO ANA BEZERRA";"285";"HOSPITAL UNIVERSITARIO ANA BEZERRA";"22/07/2008";"SUBSTITUIÇÃO DE PISO DOS SETORES DE PEDIATRIA E FARMÁCIA DO HOSPITAL UNIVERSITÁRIO ANA BEZERRA.";;"";"ATENDIDA";"23077.28616/2008-0"
"2608";"2008";"447";"MATERNIDADE ESCOLA JANUÁRIO CICCO";"447";"MATERNIDADE ESCOLA JANUÁRIO CICCO";"22/07/2008";"SOLICITA REVISÃO DO TELHADO DO SETOR DE CITOLOGIA, QUE SE ENCONTRA NO PRÉDIO ANEXO DA MATERNIDADE, POIS O MESMO POSSUI VAZAMENTOS QUE CAUSAM MOFO, TORNANDO O AMBIENTE INAPROPRIADO PARA TRABALHO. OFÍCIO N.° 39/DG";;"";"ENVIADA_PROJETO";"23077.28429/2008-0"
"2607";"2008";"439";"CENTRO DE CIÊNCIAS EXATAS E DA TERRA";"439";"CENTRO DE CIÊNCIAS EXATAS E DA TERRA";"22/07/2008";"SOLICITA PROJETO DE AMPLIAÇÃO DO DEPARTAMENTO DE INFORMÁTICA E MATEMATICA APLICADA (DIMAP). MEMORANDO N.º 79/2008-CCET";;"";"ENVIADA_PROJETO";"23077.28431/2008-0"
"2597";"2008";"445";"CENTRO DE TECNOLOGIA";"445";"CENTRO DE TECNOLOGIA";"21/07/2008";"CONSTRUÇÃO DO PRÉDIO PARA O BACHARELADO EM CIÊNCIAS E TECNOLOGIA.";;"";"FINALIZADA_ATENDIMENTO";
"2596";"2008";"252";"NUCLEO DE PESQUISA EM ALIMENTOS E MEDICAMENTOS";"252";"NUCLEO DE PESQUISA EM ALIMENTOS E MEDICAMENTOS";"21/07/2008";"SERVIÇOS DE INSTALAÇÕES DE SISTEMA DE EXAUSTÃO, BANCOS, CAPTORES, PORTA E MANOÔMETROS MAGNAHELICS. BLOCO 6 - NUPLAM - CAMPUS UNIVERSITÁRIO CENTRAL/  UFRN";;"";"ATENDIDA";"23077.28513/2008-0"
"2578";"2008";"351";"ESCOLA AGRÍCOLA DE JUNDIAÍ";"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"21/07/2008";"SOLICITAMOS AUTORIZAÇÃO JUNTO À CAERN PARA QUE SEJA FEITA A LIGAÇÃO DE ÁGUA PARA FORNECIMENTO AO CONSUMO HUMANO DESTA ESCOLA.";;"";"ARQUIVADA";"23077.31423/2008-49"
"2577";"2008";"252";"NUCLEO DE PESQUISA EM ALIMENTOS E MEDICAMENTOS";"252";"NUCLEO DE PESQUISA EM ALIMENTOS E MEDICAMENTOS";"21/07/2008";"CONSTRUÇÃO DE SUBESTAÇÃO AÉREA COM POTÊNCIA DE 150KVA PARA ATENDER O SISTEMA DE CONDICIONAMENTO DE AR DO BLOCO 07 DO NUPLAM.";;"";"ATENDIDA";"23077.28135/2008-0"
"2576";"2008";"351";"ESCOLA AGRÍCOLA DE JUNDIAÍ";"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";;"SERVIÇO DE RECUPERAÇÃO DA REDE ELÉTRICA NA ESTAÇÃO DE PISCICULTURA DA EAJ.";;"O prédio do Laboratório está às escuras.";"ATENDIDA";"23077.28321/2008-0"
"2565";"2008";"195";"DEPARTAMENTO DE ODONTOLOGIA";"441";"CENTRO DE CIÊNCIAS DA SAÚDE";;"SOLICITO CARRO PARA REMOÇÃO DE RESTOS DE ENTULHO.";;"PODE VIR PEGAR QUALQUER HORÁRIO";"ENVIADA_PROJETO";"23077.28334/2008-0"
"2554";"2008";"1447";"GASTOS COMUNS";"1447";"GASTOS COMUNS";"17/07/2008";"LOCAÇÃO DE 01 (UM) TRANSFORMADOR DE 225KVA NO CAMPUS UNIVERSITÁRIO, POR UM PERIODO DE 15 MESES.";;"";"ARQUIVADA";"23077.35237/2008-89"
"2546";"2008";"2640";"SETOR DE COMPRAS E MANUTENÇÃO - CCSA";"443";"CENTRO DE CIÊNCIAS SOCIAIS APLICADAS";"17/07/2008";"SOLICITAMOS A V. Sª A CONSTRUÇÃO DE UM DEPÓSITO PRÓXIMO AO CCSA, MEDINDO APROXIMADAMENTE 40 M², PARA COLOCAR MATERIAIS DOS SETORES DE AULA I, V E CCSA. DPO - PROJ. ARQUITETURA";;"";"ENVIADA_ORCAMENTO";"23077.28005/2008-0"
